Company,Company Name for Emails,Account Stage,Lists,# Employees,Industry,Account Owner,Website,Company Linkedin Url,Facebook Url,Twitter Url,Company Street,Company City,Company State,Company Country,Company Postal Code,Company Address,Keywords,Company Phone,SEO Description,Technologies,Total Funding,Latest Funding,Latest Funding Amount,Last Raised At,Annual Revenue,Number of Retail Locations,Apollo Account Id,SIC Codes,Short Description,Founded Year,Logo Url
Signifyd,Signifyd,Cold,,550,information technology & services,vasily.souzdenkov@gmail.com,http://www.signifyd.com,http://www.linkedin.com/company/signifyd,http://www.facebook.com/signifyd,http://twitter.com/#!/signifyd,99 S Almaden Blvd,San Jose,California,United States,95113,"99 S Almaden Blvd, San Jose, California, United States, 95113","enterprise software, e-commerce, payments, fraud detection, software, consumer internet, security, information technology, internet, machine learning, fraud expertise, fraud prevention, protection, guaranteed payments, guaranteed fraud protection, frictionfree ecommerce, revenue growth, account protection, return abuse prevention, complete chargeback protection, chargeback recovery, artificial intelligence, ecommerce",'+1 800-778-7879,"Signifyd’s ecommerce fraud protection platform has 3 services for companies: revenue protection, abuse prevention & payment compliance.","Route 53, Gmail, Google Apps, Microsoft Office 365, Amazon AWS, Segment.io, Marketo, WP Engine, Atlassian Cloud, OneTrust, React Redux, StatusPage IO, Salesforce, Salesforce Service Cloud, Hubspot, DoubleClick, Facebook Custom Audiences, OVH, Nginx, Open AdStream (Appnexus), Hotjar, Typekit, Bootstrap Framework, Brighttalk, F5 BIG-IP, Linkedin Marketing Solutions, Google Tag Manager, Google Font API, Cedexis Radar, Google Analytics Ecommerce Tracking, HeapAnalytics, Bing Ads, Vimeo, YouTube, Bizible, DoubleClick Conversion, New Relic, Mobile Friendly, Adobe Media Optimizer, Eventbrite, Facebook Login (Connect), Vidyard, Facebook Widget, reCAPTCHA, WordPress.org, Wistia, Google Analytics, Ruby On Rails, Greenhouse.io, Google Maps, Google Dynamic Remarketing, Remote, AI",409000000.0,Series E,205000000.0,2021-04-15,220000000.0,,6730c8b2b4c4d50001b7d1af,7372,"Signifyd provides an end-to-end Commerce Protection Platform that leverages its Commerce Network to maximize conversion, automate customer experience and eliminate fraud and consumer abuse risk for retailers. Its solutions provide the transparency and control that brands need to succeed in the rapidly changing world of commerce. Signifyd, which is the leading provider of payment security and fraud prevention for the Top 1000 Retailers for 2024, is headquartered in San Jose, CA, with locations in Seattle, Denver, New York, Mexico City, São Paulo, Belfast and London.",2011.0,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/672ed68a6512850001c89884/picture
GIS,GIS,Cold,,1700,information technology & services,vasily.souzdenkov@gmail.com,http://www.geninfo.com,http://www.linkedin.com/company/gis,https://www.facebook.com/pages/HireRightt/215152695217894,https://twitter.com/hireright,3349 Michelson Dr,Irvine,California,United States,92612,"3349 Michelson Dr, Irvine, California, United States, 92612","information technology, background screening domestic, international, drug testing, wellness services, onboarding incl i9, everify, tax credits, incentives, industryspecific risk, candidate management, credential management, vendor, contractor, volunteer screening, fingerprinting",,"HireRight is a leading global provider of on-demand employment background checks, drug testing, Form I-9 and employment and education verifications.","Mimecast, Microsoft Office 365, Amazon AWS, Gmail, Google Apps, Pardot, Amazon SES, React Redux, Salesforce, Mobile Friendly, DoubleClick, FullStory, Bootstrap Framework, Cedexis Radar, Adobe Media Optimizer, YouTube, WordPress.org, Google Analytics, iCIMS, reCAPTCHA, Vimeo, Adobe TestAndTarget, Linkedin Marketing Solutions, LivePerson Monitor, Eventbrite, TubeMogul, Taleo, Hotjar, UltiPro, SmartRecruiters, DoubleClick Conversion, ON24, Google Font API, Google Dynamic Remarketing, The Trade Desk, Google Tag Manager, Remote, Microsoft Sql Server, , Python, SharePoint, Android, ZoomInfo",,,,,600000000.0,,6730c8b2b4c4d50001b7d1b1,,"GIS | HireRight was established in 1966 and is one of the nation's oldest and largest background screening providers. Originally founded to provide screening services to the insurance industry, GIS | HireRight has expanded dramatically in the years since by providing services to companies large and small across all industries. Today, we help some of the world's largest organizations hire better employees, bring on better volunteers and engage better contractors. 

GIS | HireRight is headquartered out of Irvine, California. GIS | HireRight operates many additional operations offices, includuing offices in  Columbia, South Carolina, Dallas, Texas, and more. 

GIS | HireRight is consistently recognized by clients for excellence in our services and support. We have twice been formally recognized by the United States Postal Service in their annual Supplier Performance awards. Out of more than 20,000 vendors that provide services to the USPS, less than 20 are recognized each year. We were recognized for Supplier Innovation in 2010 and for Supplier Excellence in 2015. 

We've also received a number of awards from organizations recognizing our growth (Hire Power Award from Inc. Magazine, Fastest Growing Companies in South Carolina from the State of South Carolina Chamber of Commerce), our products and services (Hot List of Background Screening Providers from Workforce Management Magazine, Hot List of E-Recruitment Providers from Workforce Management Magazine) and our talent (American In-House Design Award from Graphic Design USA). 

Finally, GIS | HireRight is accredited by both the BBB and the NAPBS. BBB Accreditation is given to companies that are committed to being trustworthy and telling the truth, while NAPBS Accreditation is given to companies that follow high standards in dealing with background checks and personal data.",1966.0,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/67265884241276000142d421/picture
Xometry,Xometry,Cold,,970,information technology & services,vasily.souzdenkov@gmail.com,http://www.xometry.com,http://www.linkedin.com/company/xometry,https://www.facebook.com/MakeTimeInc,https://twitter.com/MakeTimeInc,6116 Executive Blvd,Rockville,Maryland,United States,20852-4900,"6116 Executive Blvd, Rockville, Maryland, United States, 20852-4900","manufacturing, product design, engineering firms, design, direct metal laser sintering, cnc machining, production manufacturing, rapid prototyping, 3d printing, selective laser sintering, polyjet 3d printing, urethane casting, sheet metal, fused deposition modeling, stereolithography, injection molding, die casting, metal extrusion, plastic extrusion, metal stamping, rfq service, sheet cutting",'+1 240-335-7914,"Xometry is a leader in high-precision production part and prototyping manufacturing on demand. Get instant quotes on CNC machining, 3D printing, sheet metal fabrication, laser cutting, and more.","CloudFlare CDN, Salesforce, Route 53, Amazon SES, Sendgrid, Gmail, Google Apps, Amazon AWS, CloudFlare Hosting, Amazon CloudFront, Cloudflare DNS, Rackspace MailGun, MailChimp SPF, Microsoft Office 365, Hubspot, Sage Intacct, Atlassian Cloud, Drift, Appcues, React Redux, The Trade Desk, Adobe Marketing Cloud, MongoDB, GitHub Hosting, StatusPage IO, Typeform, React, Segment.io, Mixpanel, Chartbeat, Active Campaign, Webflow, LiveRamp, FullStory, DoubleClick Conversion, Google Analytics, Stripe, New Relic, Amazon Associates, Vimeo, Adobe Media Optimizer, Google Tag Manager, DoubleClick, Bing Ads, Google Dynamic Remarketing, Mobile Friendly, Google Font API, Akamai RUM, reCAPTCHA, Tealium, Linkedin Marketing Solutions, Google AdWords Conversion, Intercom, WordPress.org, Cedexis Radar, Facebook Widget, Google AdSense, FastSpring, Facebook Custom Audiences, Facebook Login (Connect), Google translate API, Google translate widget, AdRoll, LeadForensics, Bootstrap Framework, Taboola, Trustpilot, Shutterstock, Remote, AI, Android, , React Native, Node.js, Circle",510570764.0,Other,302500000.0,2021-06-01,123000000.0,,6730c8b2b4c4d50001b7d1b2,3560,"Xometry is a leading AI-enabled marketplace for on-demand manufacturing, transforming one of the largest industries in the world. It is a public company listed on NASDAQ (symbol: XMTR). 

With its proprietary technology, Xometry creates a marketplace that enables designers and engineers to rapidly source high-quality on-demand manufactured parts and assemblies. Xometry's innovative platform also empowers sellers of manufacturing services across the nation to grow their businesses. Xometry's buyers range from self-funded startups to Fortune 100 companies.

Xometry's online quoting portal and network of thousands of manufacturing facilities helps ensure fast lead times while offering a broad array of capabilities, including CNC Machining, 3D Printing, Injection Molding, Sheet Metal Fabrication, Sheet Cutting and Casting.

www.xometry.com  |  info@xometry.com  |  240.252.1138",2013.0,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/672f6c09a62a7b00016d1d16/picture
Lightcast,Lightcast,Cold,,600,information technology & services,vasily.souzdenkov@gmail.com,http://www.lightcast.io,http://www.linkedin.com/company/lightcastdata,http://www.facebook.com/desktopecon,http://www.twitter.com/desktopecon,232 N Almon St,Moscow,Idaho,United States,83843-2176,"232 N Almon St, Moscow, Idaho, United States, 83843-2176","saas, big data, economics, enterprise software, software, information technology, economic development, labor market data, economic impact analysis, business development, higher education, workforce development, workforce planning, strategy, innovation, careers, webbased tools, program planning, analytics, enterprise, talent intelligence, people analytics, workforce strategy, data, data delivery",'+1 208-874-7838,"The world’s most comprehensive labor market data, delivered in simple, easy-to-understand tools. Burningglass and Emsi are now part of Lightcast. Burning Glass Institute is a separate entity and relies on the data from Lightcast.","Gmail, Google Apps, Microsoft Office 365, Cloudflare DNS, CloudFlare Hosting, Salesforce, Mailchimp Mandrill, Hubspot, Netlify, MailJet, WP Engine, Atlassian Cloud, Google Dynamic Remarketing, React, Disqus, Google Tag Manager, Google Analytics, LiveRamp, Facebook Widget, HRMDirect, American Technology Services, HireBridge, YouTube, Facebook Login (Connect), Cedexis Radar, Twitter Advertising, Kenexa, Greenhouse.io, Taleo, Lever, New Relic, SilkRoad, Applicant Pro, Linkedin Marketing Solutions, Jobvite, Yelp, Google Font API, Cornerstone On Demand, Open AdStream (Appnexus), Wufoo, Multilingual, AB Tasty, Facebook Custom Audiences, iTunes, WordPress.org, DoubleClick, HealthcareSource, Hotjar, Desire2Learn / Brightspace, Apache, Intercom, Bing Ads, Adobe Media Optimizer, Google AdWords Conversion, SuccessFactors (SAP), iCIMS, AT Internet, DoubleClick Conversion, Crelate, Mixpanel, Litmos, Workday Recruit, UltiPro, Vimeo, Adobe Connect, Mobile Friendly, Highspot, Snowflake, Android, SAP, Remote, Phoenix, Circle, Reviews, Basis, , , AI, Gong, Node.js, Render, IoT, Twilio, Razorpay, Adyen, React Native, Tableau, Canal, TikTok, Ahrefs, , ZoomInfo, Sentry.io, Data Analytics, SolarWinds, Jumpcloud, ADP, ",,,,,22000000.0,,6730c8b2b4c4d50001b7d1b5,,"Our name changed to Lightcast in 2022 (from Emsi Burning Glass), but our dedication to providing the world's best data-driven talent strategies remains the same. We're going to continue bringing clarity to the labor market, guiding our customers through a complex and changing world and giving them the competitive advantage they demand.

Our mission is to unlock new possibilities in the labor market.",2000.0,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/672e7f6b884e7500013a4959/picture
TransCore,TransCore,Cold,,1800,information technology & services,vasily.souzdenkov@gmail.com,http://www.transcore.com,http://www.linkedin.com/company/transcorelp,,,150 4th Avenue North,Nashville,Tennessee,United States,37219,"150 4th Avenue North, Nashville, Tennessee, United States, 37219","tolling solutions, intelligent transportation systems, back office customer service centers, rfid solutions, congestion pricing",'+1 800-923-4824,,"SendInBlue, Outlook, Microsoft Office 365, Pantheon, Atlassian Cloud, Google Tag Manager, Mobile Friendly, Google Analytics, Varnish, Nginx, Google Maps (Non Paid Users), WordPress.org, Cedexis Radar, reCAPTCHA, Google Font API, Google Maps, Vimeo, UltiPro, Adobe Media Optimizer, Remote",,,,,590000000.0,,6730c8b2b4c4d50001b7d1bb,4700,"A leader in the transportation industry, TransCore provides innovative, technical solutions and engineering services for next-generation Open Road Tolling and Traffic Management systems. The company operates award-winning tolling customer service centers for departments of transportation throughout the U.S. and internationally.  A pioneer in Radio Frequency Identification systems used in the transportation industry, TransCore secures access for airports, hospitals, parking garages,  trucking fleets, and the rail industry.  

TransCore is a wholly-owned subsidiary of ST Engineering, a global technology, defense, and engineering group with a diverse portfolio of businesses across the aerospace, smart city, defense, and public security segments.",1934.0,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/67090bb817ba270001b922b9/picture
ACV Auctions,ACV Auctions,Cold,,1700,information technology & services,vasily.souzdenkov@gmail.com,http://www.acvauctions.com,http://www.linkedin.com/company/acv-auctions,https://www.facebook.com/acvauctions,https://twitter.com/acvauctions,640 Ellicott Street,Buffalo,New York,United States,14203,"640 Ellicott Street, Buffalo, New York, United States, 14203","mobile, marketplaces, automotive, information technology, vehicle remarketing, dealer services, mobile technology, dealeronly, online wholesale, technology solutions, car auctions, digital auctions",'+1 800-553-4070,Use our online dealer auction platform and access our extensive vehicle inventory. Get bidding in no time with our simple approval process. Sign up now!,"Salesforce, Route 53, Gmail, Google Apps, Amazon AWS, Zendesk, VueJS, Atlassian Cloud, Netlify, The Trade Desk, Webflow, Salesforce Live Agent, Google Font API, iTunes, Bing Ads, New Relic, Bootstrap Framework, Google Play, Hotjar, Google Tag Manager, Facebook Custom Audiences, Facebook Widget, Vimeo, Facebook Login (Connect), Mixpanel, Linkedin Marketing Solutions, Mobile Friendly, Google AdWords Conversion, Typekit, Google Analytics, Remote, AI",764000000.0,Other,414000000.0,2021-03-01,543704000.0,,6730c8b2b4c4d50001b7d1a8,7500,"ACV is a high growth technology company that provides a vibrant digital marketplace for wholesale vehicle transactions and data services. ACV's marketplace called ACV Auctions offers transparent and accurate vehicle information to customers powered by technology innovations and data insights. 

On a mission to build and enable the most trusted and efficient digital marketplaces for buying and selling used vehicles, ACV's platform leverages data insights and technology to power its digital marketplace and data services, enabling dealers and commercial partners to buy, sell and value vehicles with confidence and efficiency. ACV's network of brands includes ACV Auctions, ACV Transportation and ACV Capital within its Marketplace Products as well as True360, ACV Data Services and MAX Digital.",2014.0,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/673044dfd2dcf10001bb9153/picture
Aras Corporation,Aras,Cold,,650,information technology & services,vasily.souzdenkov@gmail.com,http://www.aras.com,http://www.linkedin.com/company/aras-corporation,https://www.facebook.com/minervaplm,https://twitter.com/GroupMinerva,100 Brickstone Square,Andover,Massachusetts,United States,01810,"100 Brickstone Square, Andover, Massachusetts, United States, 01810","software, information technology, bom management, document management, engineering change, 3d, 2d visualization, pdm multicad data management, project portfolio management, program dashboards, requirements management, failure mode, effects analysis, advanced product quality planning, plm, product lifecycle management, pdm, cad management, enhanced project management, business of engineering, engineering requirements, mbom, qms, quality management systems, manufacturing process planning, manufacturing change, product data management, project execution management, ppm, resource management, technical documentation",'+1 978-806-9400,"Connect people and processes across functional silos with Minerva PLM, powered by Aras, a business-ready product lifecycle solution. With a wide range of industry-specific solutions supporting Digital Transformation in every organization, Minerva is one of the most flexible and fastest-growing vendors of Product Lifecycle Management (PLM).","Salesforce, Cloudflare DNS, Mailchimp Mandrill, SMTP.com, Mimecast, Pardot, Microsoft Office 365, CloudFlare Hosting, Route 53, Gmail, Google Apps, WP Engine, The Trade Desk, Marketo, GitLab, Linkedin Marketing Solutions, LiveRamp, WordPress.org, Typekit, Google Analytics, Google Tag Manager, Mobile Friendly, Hotjar, Gravity Forms, Vidyard, Facebook Login (Connect), Facebook Custom Audiences, Disqus, CampaignMonitor, Facebook Widget, SAP, Remote, Autodesk, AI",123093025.0,Private Equity,,2021-04-01,101000000.0,,6730c8b2b4c4d50001b7d1b3,7372,Aras is a leading provider of product lifecycle management and digital thread solutions. Its technology enables the rapid delivery of flexible solutions built on a powerful digital thread backbone and a low-code development platform. Aras' platform and product lifecycle management applications connect users in all disciplines and functions to critical product data and processes across the lifecycle and throughout the extended supply chain.,2000.0,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/672e34227037320001916d10/picture
ePlus inc.,ePlus,Cold,,2000,information technology & services,vasily.souzdenkov@gmail.com,http://www.eplus.com,http://www.linkedin.com/company/eplus-technology,https://facebook.com/ePlusinc,https://twitter.com/eplus,13595 Dulles Technology Drive,Herndon,Virginia,United States,20171,"13595 Dulles Technology Drive, Herndon, Virginia, United States, 20171","data center, cloud computing, collaboration, it security, infrastructure, networking, it services, managed services, software, it leasing, cloud",'+1 703-984-8400,"At ePlus, we engineer transformative technology solutions for the most visionary companies in the world.","UltraDns, Mailchimp Mandrill, Mimecast, ServiceNow, JobDiva, Rackspace MailGun, Constant Contact, Outlook, WP Engine, Atlassian Cloud, Leadfeeder, React Redux, iCIMS, Salesforce, Google Dynamic Remarketing, DoubleClick, Google Tag Manager, Mobile Friendly, Hubspot, Hotjar, Vimeo, Bootstrap Framework, Linkedin Marketing Solutions, Adobe Media Optimizer, DoubleClick Conversion, Cedexis Radar, New Relic, WordPress.org, Google Font API, Multilingual, ASP.NET, Shutterstock, Citrix NetScaler, YouTube, Facebook Login (Connect), Google Analytics, Microsoft-IIS, Remote, Circle, AI",,Other,,1996-11-01,2195665000.0,,6730c8b2b4c4d50001b7d1bc,7371,"ePlus is a Virginia-based IT consultancy that provides services such as data center assessment, cloud hosting and network security for enterprises.",1990.0,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/672e9cf0b35ae80001e9e185/picture
Fusion CX,Fusion CX,Cold,,5100,outsourcing/offshoring,vasily.souzdenkov@gmail.com,http://www.fusioncx.com,http://www.linkedin.com/company/fusioncx-official,https://www.facebook.com/FusionCX,https://twitter.com/fusion_cx,3150 Holcomb Bridge Rd,Norcross,Georgia,United States,30071-1330,"3150 Holcomb Bridge Rd, Norcross, Georgia, United States, 30071-1330","bpm solutions, cx management, digital transformation, social analytics, data annotation services, call center, business process outsourcing, debt collection services, tech support, app support call center, ecommerce support, industry specific bpo services, bpo services, retail call center, bfsi contact center, customer experience services, healthcare revenue cycle",'+1 888-480-8700,Get best-in-class customer experience Transformation services from Fusion CX. Get the Power of the Human Connect with modern technology.,"Outlook, Amazon AWS, Microsoft Office 365, GoDaddy Hosting, Sophos, Leadfeeder, Google Analytics, DoubleClick Conversion, Google Dynamic Remarketing, WordPress.org, Apache, Linkedin Marketing Solutions, Multilingual, Google AdWords Conversion, Google translate API, Vimeo, Facebook Custom Audiences, reCAPTCHA, Bootstrap Framework, Facebook Widget, Facebook Login (Connect), Google translate widget, Mobile Friendly, DoubleClick, Google Font API, Hotjar, YouTube, Google Tag Manager, Remote, Mitel",,,,,41552000.0,,6730c8b2b4c4d50001b7d1aa,,"At Fusion CX, we revolutionize customer experience by blending innovative technology and human connection. Our approach integrates advanced digital solutions with empathetic, personalized customer interactions to create immaculate and exceptional experiences across all touchpoints. Our AI-driven tools and analytics empower our team to understand and anticipate customer needs while our dedicated professionals ensure that every interaction is meaningful and memorable. By merging the precision of technology with the warmth of the human touch, Fusion CX delivers unparalleled service excellence, driving customer loyalty and satisfaction in every industry we serve.
 
Our solutions span various sectors, including BFSI, Healthcare and life Sciences, High Tech Growth, Retail, Utility, and Telecom, and are tailored to address unique industry challenges and opportunities. We prioritize continuous innovation, constantly evolving our technology stack to include the latest advancements in Generative AI, Machine learning, and Automation, ensuring our clients stay ahead in a competitive landscape.
 
Fusion CX is committed to fostering long-term relationships with their clients, helping them achieve their business goals through superior customer experience. Our global presence, with operations in 14 countries and a solid global workforce of 14000 professionals from diversified educational and ethnic background, allows us to provide localized support and insights, ensuring our solutions are both globally informed and regionally relevant.
 
Join us in transforming the future of customer engagement with the combined power of human empathy and technological innovation.",2004.0,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/672e746084925800010dd77f/picture
MiX Telematics,MiX Telematics,Cold,,1200,information technology & services,vasily.souzdenkov@gmail.com,http://www.mixtelematics.com,http://www.linkedin.com/company/mix-telematics,https://facebook.com/MiXTelematics,https://twitter.com/MiXTelematics,401 E Corporate Dr,Lewisville,Texas,United States,75057-6412,"401 E Corporate Dr, Lewisville, Texas, United States, 75057-6412","fleet management, driver safety, vehicle tracking, mobile asset management, aiot, saas",'+1 877-585-1088,"The premier name in telematics, MiX offers fleet management, driver safety and vehicle tracking solutions as SaaS to customers in 120+ countries.","Route 53, Outlook, Pardot, Microsoft Office 365, Drupal, Zendesk, VueJS, Atlassian Cloud, The Trade Desk, Salesforce, Facebook Widget, Disqus, Multilingual, reCAPTCHA, Facebook Login (Connect), Google Maps, Google Maps (Paid Users), Google AdSense, Wistia, Bing Ads, Cedexis Radar, Adobe Media Optimizer, Google Font API, Apache, LiveRamp, Vimeo, New Relic, Shutterstock, Typekit, Facebook Custom Audiences, Google AdWords Conversion, YouTube, DoubleClick Conversion, WordPress.org, Google Tag Manager, Ad Unit 728 x 90, Hotjar, DoubleClick, Linkedin Marketing Solutions, Google Dynamic Remarketing, Mobile Friendly, Google Analytics, Render, Reviews",65500000.0,Other,65500000.0,2013-07-01,150063000.0,,6730c8b2b4c4d50001b7d1a7,7372,"MiX by Powerfleet is part of PowerFleet (Nasdaq: PWFL; JSE: PWR; TASE: PWFL). PowerFleet is a global leader in the artificial intelligence of things (AIoT) software-as-a-service (SaaS) mobile asset industry. With more than 30 years of experience, PowerFleet unifies business operations through the ingestion, harmonization, and integration of data, irrespective of source, and delivers actionable insights to help companies save lives, time, and money. PowerFleet's ethos transcends our data ecosystem and commitment to innovation; our people-centric approach empowers our customers to realize impactful and sustained business improvement. The company is headquartered in New Jersey, United States, with offices around the globe. Explore more at www.mixtelematics.com.",1996.0,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/672e30259406c50001e0e34b/picture
ProV International,ProV International,Cold,,680,information technology & services,vasily.souzdenkov@gmail.com,http://www.provintl.com,http://www.linkedin.com/company/provglobal,https://www.facebook.com/provglobal/,https://twitter.com/provglobal,5401 W Kennedy Blvd,Tampa,Florida,United States,33609,"5401 W Kennedy Blvd, Tampa, Florida, United States, 33609","consulting erp sap, oracle, ifs, infor, servicenow, quality assurance & testing services, bot model offshoring, captive it centers, managed support services, software program development, managed application services, enterprise security, risk, mobility, ifs applications, tanium, ui path, microsoft azure, servicenow implementation, managed it services, digital intelligence, it advisory, it strategy, it optimization, ifs erp software, erp solutions, cloud hosting, field service management software, field service, manufacturing software, business process optimization, salesforce, salesforce itsc",'+1 813-281-2959,"ProV is the best technology consulting firm, our proven technology solutions not only improve operations but provide better business outcomes and results.","Outlook, Hubspot, React, DoubleClick Conversion, Google Analytics, YouTube, Shutterstock, Google Dynamic Remarketing, Mobile Friendly, Hotjar, Google Tag Manager, AddThis, Linkedin Login, Linkedin Widget, Google Font API, Facebook Widget, DoubleClick, Facebook Login (Connect), Linkedin Marketing Solutions, Micro, SAP, Splunk, ConnectWise, SolarWinds",,,,,135000000.0,,6730c8b2b4c4d50001b7d1b4,8742,"ProV is an award winning global technology consulting firm. Specializing in IT strategy, advisory, implementation, management and optimization. Our proven technology solutions not only improve operations, but provide better business outcomes and results.

We specialize in:  Cloud Technology, IT Strategy & Advisory, Software Implementation, Business Process Optimization, and Intelligent Operations.

We will build out a technology stack that will support your companies long-term goals. Our team is passionate and ready to work. We know what you need and expect. 

We are a certified partner of the top technology platforms used today, including IFS Applications, Microsoft Azure, Tanium, ServiceNow, Boomi, Sugar CRM, and UiPath.  Contact us for a free quote: www.provintl.com",2003.0,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/671caa9fdca38b0001ccdc79/picture
Salsify,Salsify,Cold,,580,information technology & services,vasily.souzdenkov@gmail.com,http://www.salsify.com,http://www.linkedin.com/company/salsify,https://www.facebook.com/pages/Salsify/512732608773036,http://twitter.com/@salsify,101 Federal Street,Boston,Massachusetts,United States,02110,"101 Federal Street, Boston, Massachusetts, United States, 02110","enterprise software, e-commerce, saas, manufacturing, software, consumer internet, information technology, internet, product content management, ecommerce, product information management, product content syndication, product information exchange, digital asset management, digital catalogs, product experience management",'+1 844-725-7439,"Salsify Product Experience Management (PXM) enables brands, retailers, and distributors to improve efficiency, drive growth, and lead the digital shelf.","Salesforce, Route 53, Postmark, Gmail, Mimecast, Marketo, Google Apps, Microsoft Office 365, Amazon AWS, NSOne, Rackspace MailGun, MailChimp SPF, Microsoft Azure Hosting, StatusPage IO, Atlassian Cloud, Drift, OneTrust, Appcues, React Redux, The Trade Desk, Hubspot, React, DoubleClick Conversion, Greenhouse.io, Adobe Media Optimizer, Bing Ads, Wistia, Linkedin Marketing Solutions, YouTube, Google Dynamic Remarketing, Typekit, Google Tag Manager, Cloudinary, Disqus, DoubleClick, Facebook Login (Connect), Lucky Orange, Cedexis Radar, Facebook Custom Audiences, Shutterstock, Visual Website Optimizer, Linkedin Login, WordPress.org, Mixpanel, New Relic, Linkedin Widget, Intercom, Google Play, Vimeo, Google Font API, Google AdWords Conversion, Django, Facebook Widget, Salesforce Live Agent, Google Analytics, Segment.io, Stripe, Mobile Friendly, Customer.IO, Remote, AI",504377600.0,Series F,200000000.0,2022-04-01,118000000.0,,6730c8b2b4c4d50001b7d1b9,"7372, 7373","Salsify is a Massachusetts-based PXM platform that offers solutions such as digital shelf analytics, supplier onboarding and content enrichment for brands and retailers.",2012.0,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/67255e93557d5500011fd159/picture
LaunchDarkly,LaunchDarkly,Cold,,520,information technology & services,vasily.souzdenkov@gmail.com,http://www.launchdarkly.com,http://www.linkedin.com/company/launchdarkly,https://www.facebook.com/launchdarkly,http://www.twitter.com/launchdarkly,1999 Harrison St,Oakland,California,United States,94612-3500,"1999 Harrison St, Oakland, California, United States, 94612-3500","enterprise software, saas, analytics, developer tools, information technology, software, continuous delivery, feature flagging, devops, feature toggling, feature management, experimentation, technology migration, targeted user experiences, mobile app solutions",'+1 415-579-3275,Maximize the value of every software feature through automation and feature management.,"Salesforce, Route 53, Amazon SES, Gmail, Marketo, Google Apps, Microsoft Office 365, Amazon AWS, Segment.io, Mixpanel, StatusPage IO, Pardot, Digital Ocean Spaces, Atlassian Cloud, Zapier, Vercel, React Redux, Datadog, Facebook Login (Connect), Google Font API, FullStory, Vimeo, Wistia, Google Dynamic Remarketing, Stripe, Google Tag Manager, UberFlip, Facebook Widget, Greenhouse.io, Intercom, DoubleClick, Mobile Friendly, Hotjar, Bing Ads, Google Analytics, Google Maps (Non Paid Users), Linkedin Marketing Solutions, Adobe Media Optimizer, Facebook Custom Audiences, WordPress.org, Twitter Advertising, New Relic, Cvent, Google AdWords Conversion, Varnish, Typekit, CrazyEgg, 33Across, YouTube, Bizible, Google Maps, DoubleClick Conversion, reCAPTCHA, SoundCloud, Cedexis Radar, AdRoll, Remote, AI",330300000.0,Series D,200000000.0,2021-08-10,100000000.0,,6730c8b2b4c4d50001b7d1a5,7372,"LaunchDarkly isn't just a leader in feature management — it's the first scalable feature management platform. Feature management allows development teams to innovate faster by fundamentally transforming how software is delivered to customers. With the ability to gradually release new software features to any segment of users on any platform, DevOps teams can standardize safe releases at scale, accelerate their journey to the cloud and collaborate more effectively with business teams. 

Today, LaunchDarkly deploys peaks of 20 trillion feature flags each day, and that number continues to grow. Founded in 2014 in Oakland, California by Edith Harbaugh and John Kodumal, LaunchDarkly has been named on the Forbes Cloud 100 list, InfoWorld's 2021 Technology of the Year list, and the Enterprise Tech 30 list.",2014.0,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/672f9b0af113610001aa34ca/picture
